Respondent,Professional,FormalEducation,MajorUndergrad,HomeRemote,CompanySize,CompanyType,YearsProgram,YearsCodedJob,CareerSatisfaction,JobSatisfaction,TabsSpaces,IDE,Methodology,Gender,HighestEducationParents,Race,Salary
808,Professional developer,Bachelor's degree,Computer science or software engineering,Never,"1,000 to 4,999 employees",Publicly-traded corporation,9 to 10 years,5 to 6 years,10,5,Tabs,Notepad++; Visual Studio; Visual Studio Code,NA,Male,A bachelor's degree,White or of European descent,9.00E+04
810,Professional developer,Bachelor's degree,Computer science or software engineering,A few days each month,20 to 99 employees,"Privately-held limited company, not in startup mode",15 to 16 years,13 to 14 years,8,9,Tabs,Notepad++; Visual Studio,Scrum; Pair; Evidence-based SWE,Male,I don't know/not sure,White or of European descent,1.00E+05
819,Professional developer,Bachelor's degree,A business discipline,"Less than half the time, but at least one day each week","10,000 or more employees",Publicly-traded corporation,5 to 6 years,5 to 6 years,9,9,Spaces,Atom; Notepad++; IntelliJ,NA,Male,A bachelor's degree,I prefer not to say,9.40E+04
823,Professional developer,Some college/university study without earning a bachelor's degree,A humanities discipline,Never,100 to 499 employees,"Sole proprietorship or partnership, not in startup mode",20 or more years,19 to 20 years,8,7,Tabs,Notepad++; Visual Studio,Waterfall; Agile; Lean; Scrum; Pair; Evidence-based SWE,Male,A doctoral degree,"Black or of African descent; Native American, Pacific Islander, or Indigenous Australian; White or of European descent",9.00E+04
832,Professional developer,Bachelor's degree,Mathematics or statistics,Never,500 to 999 employees,"Privately-held limited company, not in startup mode",9 to 10 years,9 to 10 years,10,10,Spaces,Sublime Text; PyCharm,NA,Male,A bachelor's degree,White or of European descent,1.50E+05
860,Professional developer,Bachelor's degree,Computer science or software engineering,Never,100 to 499 employees,Venture-funded startup,12 to 13 years,9 to 10 years,8,2,Spaces,Vim,Waterfall; Agile; Pair,Male,A professional degree,White or of European descent,1.35E+05
862,Professional developer,Bachelor's degree,Computer science or software engineering,A few days each month,100 to 499 employees,Venture-funded startup,14 to 15 years,5 to 6 years,5,7,Spaces,Sublime Text; Vim,Agile; Scrum; Pair,Male,A master's degree,White or of European descent,1.43E+05
863,Professional developer,Bachelor's degree,A natural science,"Less than half the time, but at least one day each week","1,000 to 4,999 employees",Non-profit/non-governmental organization or private school/university,8 to 9 years,Less than a year,9,9,Spaces,Sublime Text; Vim,Pair,Male,A master's degree,South Asian,1.30E+05
868,Professional developer,Some college/university study without earning a bachelor's degree,Computer science or software engineering,A few days each month,100 to 499 employees,Venture-funded startup,20 or more years,7 to 8 years,9,6,Tabs,Atom; Sublime Text,NA,Male,"Some college/university study, no bachelor's degree",White or of European descent,1.43E+05
870,Professional developer,Bachelor's degree,Computer science or software engineering,About half the time,"10,000 or more employees",Publicly-traded corporation,8 to 9 years,5 to 6 years,4,1,Tabs,Vim,Agile; Scrum,Male,A bachelor's degree,White or of European descent,8.50E+04
900,Professional developer,Bachelor's degree,Computer science or software engineering,Never,"10,000 or more employees",Publicly-traded corporation,15 to 16 years,9 to 10 years,7,7,Spaces,Android Studio; IntelliJ; Visual Studio; Visual Studio Code,NA,Male,A master's degree,Hispanic or Latino/Latina,1.37E+05
907,Professional developer,Bachelor's degree,Computer science or software engineering,A few days each month,"5,000 to 9,999 employees",Publicly-traded corporation,15 to 16 years,4 to 5 years,8,8,Tabs,Sublime Text,Agile; Pair,Male,A bachelor's degree,White or of European descent,6.60E+04
910,Professional developer,Doctoral degree,A natural science,Never,"10,000 or more employees",Publicly-traded corporation,14 to 15 years,5 to 6 years,10,9,Spaces,Sublime Text,Scrum,Male,A master's degree,South Asian,1.33E+05
913,Professional developer,Bachelor's degree,A business discipline,"More than half, but not all, the time",I don't know,I prefer not to answer,19 to 20 years,16 to 17 years,10,10,Tabs,Atom; Sublime Text; RStudio; Visual Studio Code,Agile; Lean; Scrum; Extreme; Pair; Kanban; Domain-driven design,Male,No education,"Native American, Pacific Islander, or Indigenous Australian",1.60E+05
914,Professional developer,Bachelor's degree,Computer science or software engineering,Never,"1,000 to 4,999 employees",I prefer not to answer,6 to 7 years,3 to 4 years,NA,NA,Tabs,Sublime Text,NA,Male,A bachelor's degree,White or of European descent,66800
930,Professional developer,Bachelor's degree,Computer science or software engineering,"Less than half the time, but at least one day each week",100 to 499 employees,"Privately-held limited company, not in startup mode",20 or more years,19 to 20 years,8,7,Spaces,Notepad++; Sublime Text; Vim,NA,Male,A doctoral degree,White or of European descent,111500
956,Professional developer,Bachelor's degree,A non-computer-focused engineering discipline,Never,100 to 499 employees,Venture-funded startup,14 to 15 years,6 to 7 years,9,8,Spaces,Sublime Text,NA,Male,A bachelor's degree,White or of European descent,1.50E+05
973,Professional developer,Master's degree,A natural science,"Less than half the time, but at least one day each week",20 to 99 employees,"Privately-held limited company, not in startup mode",12 to 13 years,4 to 5 years,8,8,Spaces,Notepad++; Vim; Eclipse,NA,Male,A master's degree,Middle Eastern; White or of European descent,9.00E+04
980,Professional developer,Bachelor's degree,Computer science or software engineering,A few days each month,10 to 19 employees,Venture-funded startup,20 or more years,20 or more years,9,8,Tabs,Atom,NA,Male,A master's degree,White or of European descent,1.47E+05
987,Professional developer,Bachelor's degree,Mathematics or statistics,"Less than half the time, but at least one day each week",20 to 99 employees,Venture-funded startup,20 or more years,20 or more years,6,7,Spaces,Emacs; IntelliJ,Agile; Scrum,Male,A doctoral degree,South Asian; White or of European descent,1.60E+05
992,Professional developer,Master's degree,Mathematics or statistics,A few days each month,100 to 499 employees,"Privately-held limited company, not in startup mode",12 to 13 years,7 to 8 years,8,9,Both,PyCharm; Visual Studio; Visual Studio Code,Agile; Kanban,Male,A bachelor's degree,White or of European descent,88888
1005,Professional developer,Some college/university study without earning a bachelor's degree,Computer science or software engineering,A few days each month,100 to 499 employees,"Sole proprietorship or partnership, not in startup mode",20 or more years,17 to 18 years,9,9,Spaces,Notepad++; Visual Studio,Agile; Scrum; Pair; Kanban,Male,A bachelor's degree,White or of European descent,9.70E+04
1006,Professional developer,Bachelor's degree,Computer science or software engineering,Never,20 to 99 employees,"Privately-held limited company, not in startup mode",11 to 12 years,4 to 5 years,10,10,Tabs,Notepad++; Eclipse,Agile; Scrum,Male,A doctoral degree,White or of European descent,9.50E+04
1015,Professional developer,Some college/university study without earning a bachelor's degree,A social science,A few days each month,"5,000 to 9,999 employees",Publicly-traded corporation,2 to 3 years,1 to 2 years,10,9,Tabs,Atom; Xcode,Waterfall; Agile; Pair,Male,"Some college/university study, no bachelor's degree",White or of European descent,5.40E+04
1017,Professional developer,Some college/university study without earning a bachelor's degree,Computer science or software engineering,All or almost all the time (I'm full-time remote),10 to 19 employees,"Privately-held limited company, not in startup mode",14 to 15 years,8 to 9 years,10,10,Spaces,Vim; Visual Studio,Waterfall; Agile; Scrum; Pair; Kanban,Male,"Some college/university study, no bachelor's degree",White or of European descent,1.19E+05
1022,Professional developer,Bachelor's degree,Computer science or software engineering,A few days each month,"10,000 or more employees",Publicly-traded corporation,13 to 14 years,5 to 6 years,7,7,Spaces,Sublime Text; Vim; IntelliJ,Agile; Scrum; Kanban,Male,A doctoral degree,White or of European descent,1.35E+05
1023,Professional developer,Bachelor's degree,Computer science or software engineering,Never,100 to 499 employees,"Sole proprietorship or partnership, not in startup mode",9 to 10 years,3 to 4 years,10,10,Tabs,Sublime Text; Android Studio; Visual Studio,NA,Male,A professional degree,White or of European descent,8.20E+04
1024,Professional developer,Some college/university study without earning a bachelor's degree,A non-computer-focused engineering discipline,Never,"10,000 or more employees",Publicly-traded corporation,9 to 10 years,1 to 2 years,9,7,Tabs,Xcode,NA,Male,A bachelor's degree,South Asian,4.70E+04
1025,Professional developer,Bachelor's degree,Computer science or software engineering,It's complicated,I don't know,"Privately-held limited company, not in startup mode",15 to 16 years,14 to 15 years,9,9,Tabs,Vim; Eclipse; IntelliJ,Agile; Scrum,NA,NA,NA,1.20E+05
1033,Professional developer,Bachelor's degree,Computer science or software engineering,All or almost all the time (I'm full-time remote),100 to 499 employees,"Privately-held limited company, not in startup mode",20 or more years,20 or more years,8,8,Spaces,Emacs; IntelliJ,Agile; Scrum; Extreme; Pair,Male,A master's degree,White or of European descent,1.33E+05
1035,Professional developer,Bachelor's degree,Fine arts or performing arts,Never,500 to 999 employees,I don't know,1 to 2 years,1 to 2 years,8,3,Both,Atom; Notepad++; PHPStorm,NA,Male,High school,White or of European descent,4.00E+04
1044,Professional developer,Bachelor's degree,Computer science or software engineering,A few days each month,20 to 99 employees,"Privately-held limited company, not in startup mode",19 to 20 years,15 to 16 years,8,8,Spaces,Notepad++; Visual Studio; Visual Studio Code,Agile,Male,A bachelor's degree,White or of European descent,8.40E+04
1055,Professional developer,Bachelor's degree,Computer science or software engineering,"Less than half the time, but at least one day each week","1,000 to 4,999 employees","Privately-held limited company, not in startup mode",2 to 3 years,1 to 2 years,10,10,Spaces,Notepad++; Sublime Text; Vim; Eclipse; IntelliJ,NA,Male,A bachelor's degree,White or of European descent,5.50E+04
1063,Professional developer,Bachelor's degree,Computer science or software engineering,A few days each month,10 to 19 employees,Venture-funded startup,7 to 8 years,4 to 5 years,8,10,Spaces,Atom,NA,Male,A master's degree,White or of European descent,1.15E+05
1093,Professional developer,Bachelor's degree,Computer science or software engineering,A few days each month,I prefer not to answer,Publicly-traded corporation,20 or more years,14 to 15 years,5,5,NA,NA,NA,NA,NA,NA,1.08E+05
1105,Professional developer,Bachelor's degree,Computer science or software engineering,A few days each month,"10,000 or more employees","Privately-held limited company, not in startup mode",18 to 19 years,12 to 13 years,7,8,Tabs,Notepad++; Visual Studio,Waterfall; Extreme; Pair,Male,High school,White or of European descent,8.50E+04
1116,Professional developer,Bachelor's degree,Computer science or software engineering,Never,"1,000 to 4,999 employees",Government agency or public school/university,20 or more years,20 or more years,10,10,Tabs,NA,NA,NA,NA,NA,1.70E+05
